,title,date,category,venue,venue_url,address,access_url,area,closest_station,advance_price,door_price
6457,WIRE13,2013-09-14,Festival,Yokohama Arena,http://www.yokohama-arena.co.jp,Near Shin-Yokohama station,,Shin-Yokohama,,11550,
4687,WORLD HAPPINESS,2017-08-06,Festival,,,,,,,10800,
2543,WORLD HAPPINESS 2010,2010-08-08,Festival,,,,,,,,
556,WORLD HAPPINESS 2011,2011-08-07,Festival,Yumenoshima Koen Rikujokyogijo,http://www.yumenoshima.jp/,Yumenoshima,,Shin-Kiba,,8500yen,
9934,WORLD HAPPINESS 2012,2012-08-12,Festival,Yumenoshima Koen Rikujokyogijo,http://www.yumenoshima.jp/,Yumenoshima,,Shin-Kiba,,,
8295,WORLD HAPPINESS 2013,2013-08-11,Festival,Yumenoshima Koen Rikujokyogijo,http://www.yumenoshima.jp/,Yumenoshima,,Shin-Kiba,,8500,
5951,WORLD HAPPINESS 2014,2014-08-10,Festival,,,,,,,8800,
3322,"Warp20 w/ Battles, Chris Cunningham, !!!, CLARK, Flying Lotus, Andrew Weatherall...",2009-11-21,Festival,Makuhari Messe,http://www.m-messe.co.jp,"2-1 Nakase, Mihama-ku, Chiba",https://www.m-messe.co.jp/access/,Makuhari,Kaihin-Makuhari,,
4400,"World Happiness 2009 w/ Yellow Magic Orchestra, Moonriders, Chara, more",2009-08-09,Festival,Yumenoshima Koen Rikujokyogijo,http://www.yumenoshima.jp/,Yumenoshima,,Shin-Kiba,,,
9856,XLAND FESTIVAL 2012 @ LAKE SAGAMI PLEASURE FOREST,2012-09-01,Festival,,,,,,,,
3448,YATSUI FESTIVAL,2016-06-18,Festival,,,,,,,"1 day 6800, 2 days 12500",
1770,YATSUI FESTIVAL,2016-06-19,Festival,,,,,,,"1 day 6800, 2 days 12500",
4317,YATSUI FESTIVAL,2017-06-17,Festival,,,,,,,1 day 6800 / 2 days 12500,
4332,YATSUI FESTIVAL,2017-06-18,Festival,,,,,,,1 day 6800 / 2 days 12500,
5836,YATSUI FESTIVAL 2014,2014-06-21,Festival,,,,,,,,
3627,YATSUI FESTIVAL 2015,2015-06-20,Festival,,,,,,,,
3648,YATSUI FESTIVAL 2015,2015-06-21,Festival,,,,,,,,
8053,YATSUI FESTIVAL @ Shibuya,2013-06-22,Festival,,,,,,,6500,
6340,"YEBISU MUSIC WEEKEND: Haruomi Hosono, Soggy Cheerios, OGRE YOU ASSHOLE, more",2014-11-02,Festival,,,,,,,"1 day 3000, 2 days 5500",
6348,"YEBISU MUSIC WEEKEND: ZAZEN BOYS, Controversial Spark, Suara, tofubeats, more",2014-11-03,Festival,,,,,,,"1 day 3000, 2 days 5500",
919,"YOIMACHI 2016: Hikashu, The Hardy Rocks, You'll Melt More!, Kinocohotel, Owarikara, Avandoned, more",2016-11-06,Festival,,,,,,,3500,4000
450,YOKOHAMA REGGAE SAI,2011-08-06,Festival,,,,,,,"Arena 7800, Stand S 7800, Stand A 6800",
913,"YOSHIMIO (Boredoms), YPY, Eiko Ishibashi, KIRIHITO + Hiromichi Sakamoto, CARRE + Cal Lyall, more",2016-11-05,"Experimental,New Wave,Noise Rock,Avant-pop,Festival",Super Deluxe,http://www.super-deluxe.com,"B1F 3-1-25 Nishi Azabu, Minato-ku",https://www.super-deluxe.com/map/,Roppongi,Roppongi,2800 + drink,3300 + drink
7,YOUNG TOKYO FESTIVAL,2019-03-02,"Festival,Hip-Hop,R n B",Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,,
8601,"YOUR SONG IS GOOD, SAKEROCK, KICELL, NIKAIDO KAZUMI with Nijimi Band, cero, more",2012-10-28,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,4800yen,
3342,Yotsuya Art Samurai,2016-06-03,"Avant garde,Dance,Experimental,Festival,Improvised",,,,,,,"3,000 with 1drink","3,500 with 1drink"
4388,ZIPANG 2017,2017-06-24,Festival,,,,,,,7000,10000
4397,ZIPANG 2017,2017-06-25,Festival,,,,,,,,
2739,"Zoobombs, Far France, 88kasyo junrei, cryv, more @ Hosei University Ichigaya",2010-10-02,Festival,,,,,,,,1000yen
2965,"commmons 10: Afrirampo, Goro Ito, unaigumi, Yukihiro Takahashi, Ryuichi Sakamoto, more",2016-04-10,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 8800, 3 days 20000",
2909,"commmons 10: Ichiko Aoba, ASA-CHANG & JUNRAY, Keigo Oyamada, Ryuichi Sakamoto, more",2016-04-09,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 8800, 3 days 20000",
2902,"commmons 10: Yukihiro Takahashi, Ryuichi Sakamoto",2016-04-08,Festival,Garden Hall,http://gardenplace.jp/hall.html,"1-13-2 Mita, Meguro-ku",,Ebisu,Ebisu,"1 day 8800, 3 days 20000",
7508,"dEnOise 7: COSTES, Overload Collapse x Kou Katsuyoshi x HIKO, more",2014-04-29,Festival,Galaxy (Shibuya),http://www.thegalaxy.jp,"Jingumae 5-27-7 B1, Shibuya",http://www.thegalaxy.jp/access/,Shibuya,"Shibuya, Meiji-Jingumae, Harajuku",2500,2800
264,festival GIGA DISCO vol. 2,2019-01-27,"Experimental,Festival,Mixed Genre,Unclassifiable",Goodman,http://www.clubgoodman.com,"A.S Building B1F, 55, Kanda-Sakumagashi, Chiyodaku",http://www.clubgoodman.com/access.html,Akihabara,Akihabara,3500,3800
485,"funte neon: SOUR, COMA*, miaou, Choir touched teras chord... @ Tokorozawa koku koen",2011-09-04,Festival,,,,,,,2300,2900
10327,"kilk records 3 day event ""skim kilk sounds"": NATSUMEN, LOSTAGE, unkie, Aureole, on button down, more",2011-12-29,Festival,Womb,http://www.womb.co.jp,"Studio Arias, 2-16 Maruyama-cho, Shibuya",,Shibuya,Shibuya,,
10507,"kilk records 3 day event ""skim kilk sounds"": hydrant house purport rife on sleepy bronbaba, Fragment",2011-12-27,Festival,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,,
10504,"kilk records 3 day event ""skim kilk sounds"": üka, cokiyu, Ferri, nemlino, us",2011-12-26,Festival,Fever,http://www.fever-popo.com,"Shin-daita building 1F, 1-1-14 Hanegi, Setagaya-ku",http://www.fever-popo.com/access/,Shimokitazawa,Shindaita,,
8513,"neutralnation 2012: WIRE (UK), DE DE MOUSE + Drumrolls, LITE, Nisennenmondai, more",2012-11-11,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,5000 / U-18 2000,6000
85,"primichiv, Ueno Takashi, Minami Ryohei, Iwasaki Hirosi, pagtas, TABATA, Odajima Hitos",2011-05-15,Festival,Bonobo,http://bonobo.jp/,2-23-4 Jingumae Shibuya-ku Tokyo,http://bonobo.jp/map.php,Harajuku,"Harajuku, Meijijingumae, Sendagaya, Gaienmae",,1000+drink order
7610,radio DTM 200th Anniversary,2013-03-30,Festival,Loft,http://www.loft-prj.co.jp/LOFT/index.html,"Tatehana Building, B2 1-12-9 kabukicho, Shinjuku",http://www.loft-prj.co.jp/LOFT/access.html,Shinjuku,Shinjuku,"1 day 2000, 4 days 6000",
7665,radio DTM 200th Anniversary,2013-03-31,Festival,Loft,http://www.loft-prj.co.jp/LOFT/index.html,"Tatehana Building, B2 1-12-9 kabukicho, Shinjuku",http://www.loft-prj.co.jp/LOFT/access.html,Shinjuku,Shinjuku,"1 day 2000, 4 days 6000",
7741,radio DTM 200th Anniversary,2013-04-06,Festival,Loft,http://www.loft-prj.co.jp/LOFT/index.html,"Tatehana Building, B2 1-12-9 kabukicho, Shinjuku",http://www.loft-prj.co.jp/LOFT/access.html,Shinjuku,Shinjuku,"1 day 2000, 4 days 6000",
7749,radio DTM 200th Anniversary,2013-04-07,Festival,Loft,http://www.loft-prj.co.jp/LOFT/index.html,"Tatehana Building, B2 1-12-9 kabukicho, Shinjuku",http://www.loft-prj.co.jp/LOFT/access.html,Shinjuku,Shinjuku,"1 day 2000, 4 days 6000",
6509,"rallye label presents 『ソコカシコ』: chocolat & akito, Llama, 4 bonjour's parties, more",2013-10-06,Festival,DUO Music Exchange,http://www.duomusicexchange.com,"2-14-8 Dogenzaka, Shibuya-ku",,Shibuya,Shibuya,4000,4500
3202,"rega, GOCOO, more @ Musashino Art Uni",2009-11-01,Festival,,,,,,,,
4496,rural 2017,2017-07-15,Festival,,,,,,,15000,17000 (unless sold out)
4534,rural 2017,2017-07-16,Festival,,,,,,,15000,17000 (unless sold out)
4505,rural 2017,2017-07-17,Festival,,,,,,,15000,17000 (unless sold out)
2144,rural 2018,2018-07-14,Festival,,,,,,,16000,
2176,rural 2018,2018-07-15,Festival,,,,,,,16000,
2198,rural 2018,2018-07-16,Festival,,,,,,,16000,
2132,rural 2018 PRE-PARTY,2018-07-13,Festival,,,,,,,16000,
10029,"salyu × salyu, Shibusashirazu Orchestra, NATSUMEN, LITTLE CREATURES, ZAZEN BOYS, more",2012-09-16,Festival,Studio Coast,http://www.studio-coast.com,"2-2-10 Shin-Kiba, Koto-ku",,Shin-Kiba,,6000,
9262,shibuya indie coup d’État @ Chelsea Hotel / Milyway / Game,2012-05-12,Festival,,,,,,,2800,3300
4082,"シャムキャッツ, POLYSICS, D.A.N., SaToA, may.e, never young beach, Juan Wauters, Shugo Tokumaru, more",2015-10-10,Festival,O-West,http://www.shibuya-o.com,"2F 2-3 Maruyama-cho, Shibuya-ku",,Shibuya,Shibuya,,
10392,"処刑GiG: Sithter, Coffins, Goum, Caramba, BAMSEOM PIRATES (Korea) and more",2012-01-08,Festival,Sound Studio DOM,http://soundstudiodom.web.fc2.com/,"3F Koenjiminami 4-25-7, Suginami-ku",,Koenji,Koenji,1200,1200
6814,地獄のコミュニケーション (Communication in HELL) 2013,2013-12-21,Festival,Sound Studio DOM,http://soundstudiodom.web.fc2.com/,"3F Koenjiminami 4-25-7, Suginami-ku",,Koenji,Koenji,1000yen,1000yen
9444,"東京BOREDOM in E.K.: 盪在空中, BOSSSTON CRUIZING MANIA, GROUNDCOVER., 昆虫キッズ, more",2012-04-22,Festival,,,,,,,2500,2800
3549,東京ブギウギ祭り'17,2017-10-08,"Grindcore,Hardcore,Post-Punk,Punk,Festival",Studio Revole,http://www.studio-revole.com/index2.php,,,Akihabara,,2000,2500
10864,茶沢通りBURNING ～PING! PONG!! PUNK!!!下北沢番外編～,2012-04-01,Festival,,,,,,,,3000yen (1500 + 3 drinks)
